DAY1_CHAT_M_22,또 대청소 하겠지 뭐,Bet it’s another big cleanup school time again.,,
,,,,
DAY1_MOR_SOWRD_01,소드다,"""Oh, It’s Sowrd"" ",,
DAY1_MOR_SOWRD_02,으..징그러,"""Ugh, You're gross""",,
DAY1_MOR_SOWRD_03,너무해ㅠ,So Mean..,,
DAY1_MOR_DABONG_01,안녕 로봇아!,,,
DAY1_MOR_DABONG_02,안녕,,,
DAY1_MOR_DABONG_03,오늘 기분 어때?,,,
DAY1_MOR_DABONG_04,똥같애,,,
DAY1_MOR_DABONG_05,어?,,,
DAY1_MOR_DABONG_06,좋다는 뜻이야,,,
DAY1_MOR_DABONG_07,똥은 좋은 거야,,,
DAY1_MOR_DABONG_08,어... 좋으면 된 거지!,,,
DAY1_MOR_DABONG_09,굿~,,,
DAY1_MOR_MINUM_01,안녕 미눔아,"""Hi, Minum""",,
DAY1_MOR_MINUM_02,... 안녕,...,,
DAY1_MOR_MINUM_03,으아아아앙아앙ㅠㅠㅠ,Waaahhh,,
DAY1_MOR_MINUM_04,이따가 크로키북 제출해야 하는데,I have to submit my croquis book next class,,
DAY1_MOR_MINUM_05,나 이번에 존나 열심히 그렸다고ㅠㅠㅠ,I worked so fucking hard on it,,
DAY1_MOR_MINUM_06,*바알ㅠㅠㅠ,F*uuck,,욕하지마
DAY1_MOR_MINUM_07,그래도 봐주시겠지,Art teacher will let it slide...,,맞어 욕하지마
DAY1_MOR_MINUM_08,힝...,Sigh...,,이 *발아!
DAY1_MOR_HWAN_01,안녕 환,"""Hi, Hwan.""",,넌 또 뭐야!
DAY1_MOR_HWAN_02,"""네, 안녕하세요.""","""Yes, Hello.""",,
DAY1_CLASSOPEN_01,이번주 금요일에 방학식이네,It’s the closing ceremony this Friday.,,이제 1학기만 더 지나면 
DAY1_CLASSOPEN_02,"자, 지각자 누구냐?",,,너네들도 곧 어른이구나.
DAY1_CLASSOPEN_03,"누렁이랑, 돼지랑, ",,,
DAY1_CLASSOPEN_04,아 마침 오네,,,
DAY1_CLASSOPEN_05,허억…저 지각이에요…?,Wait.. I’m late?!,,
DAY1_CLASSOPEN_06,지각비 500원,That’s a 500 won late fee.,,
DAY1_CLASSOPEN_07,학급통장이 아주 두둑해지겠구나.,Our class fund’s gonna be rich at this rate.,,말도 안돼!
DAY1_CLASSOPEN_08,안돼!!!,Nooo!!!,,저는 아직 세금내는 법도 모르는데요...
DAY1_CLASSOPEN_09,아잉 나이스~,Ah~ nice.,,세금은 나라에서 알아서 떼가^^
DAY1_CLASSOPEN_10,아침 조회 끝.,Morning homeroom’s over.,,헐
DAY1_CLASSOPEN_11,지각자 체크하고,,,세상에
DAY1_CLASSOPEN_12,수업 하러가라,Go to class!,,충격적이다.
,,,,
,,,,
D1_Class1,,,,
,,,,
D1_CLASS1_START_01,여러분 안녕하세요~,,,
D1_CLASS1_START_02,오늘이 이번학기 마지막 수업이죠?,,,
D1_CLASS1_START_03,저희 수업해요?,,,
D1_CLASS1_START_04,수업 해야지 그럼~,,,
D1_CLASS1_START_05,영화봐요!,,,
D1_CLASS1_START_06,에이 놀아요!!,,,
D1_CLASS1_START_07,자자!,,,
D1_CLASS1_START_08,다들 조용!,,,
D1_CLASS1_START_09,오늘은 2008년 세계 금융 위기에 대해 배울거에요,,,
D1_CLASS1_START_10,서브프라임 모기지 사태에 대해서 아는 사람?,,,
D1_CLASS1_START_11,서브프라임 모가지요?,,,
D1_CLASS1_START_12,누구 모가지 날아갔어요?,,,
D1_CLASS1_START_13,경제 위기면 누구 모가지가 날아가긴 했을 듯,,,
D1_CLASS1_START_14,ㅋ,,,
D1_CLASS1_START_15,모가지 말고 모기지입니다 ㅎㅎ,,,
D1_CLASS1_START_16,모기지는 집을 담보로 받는 주택담보대출이에요,,,
D1_CLASS1_START_17,서브프라임 모기지는,,,
D1_CLASS1_START_18,신용도가 낮은 사람들에게까지 대출을 해준 걸 말합니다,,,
D1_CLASS1_START_19,그럼 이게 어떻게 2008년 금융위기로 번졌는지..,,,
D1_CLASS1_START_20,(흠..크로키나 할까..),,,
D1_CLASS1_START_21,(오후에 검사하니까..),,,
D1_CLASS1_MINIGAME_01,"자, 그럼 이제 본격적으로 보겠습니다.",,,
D1_CLASS1_MINIGAME_02,서브프라임 모기지는 신용등급이 낮은 사람들한테 해주는 주택담보대출입니다.,,,
D1_CLASS1_MINIGAME_03,원래는 대출을 해줄 때 이 사람이 돈을 갚을 수 있는지를 꼼꼼히 따져봐야 합니다.,,,
D1_CLASS1_MINIGAME_04,근데 당시 미국에서는 분위기가 좀 이상했습니다.,,,
D1_CLASS1_MINIGAME_05,집값이 계속 오를 거라고 다들 믿고 있었거든요.,,,
D1_CLASS1_MINIGAME_06,그러니까 은행들도 생각한 겁니다.,,,
D1_CLASS1_MINIGAME_07,"에이, 좀 위험한 사람한테 빌려줘도 괜찮겠지. 나중에 집값 오르면 집 팔아서 갚으면 되니까.",,,
D1_CLASS1_MINIGAME_08,돈을 갚을 능력이 충분하지 않은 사람한테도 계속 대출을 해준 거예요.,,,
D1_CLASS1_MINIGAME_09,처음에는 괜찮아 보였습니다. 왜냐하면 집값이 실제로 계속 오르고 있었으니까요.,,,
D1_CLASS1_MINIGAME_10,"대출받은 사람도 집값이 오르면 집을 팔아서 빚을 갚을 수 있고,",,,
D1_CLASS1_MINIGAME_11,은행도 담보가 있으니까 별로 안 무섭다고 생각했습니다.,,,
D1_CLASS1_MINIGAME_12,"하지만, 영원히 오르기만 하는 건 없습니다. 어느 순간 집값 상승이 멈추고, 슬슬 떨어지기 시작합니다.",,,
D1_CLASS1_MINIGAME_13,집을 팔아도 예전처럼 돈이 안 나옵니다. 그러면 대출받은 사람은 빚을 갚기가 더 어려워집니다.,,,
D1_CLASS1_MINIGAME_14,게다가 금리까지 올라가면 이자 부담도 커집니다. 결국 돈을 못 갚는 사람이 점점 늘어나게 됩니다.,,,
D1_CLASS1_MINIGAME_15,근데 진짜 무서운 건 그다음부터입니다.,,,
D1_CLASS1_MINIGAME_16,은행들이 이 대출을 자기들만 들고 있었던 게 아니거든요.,,,
D1_CLASS1_MINIGAME_17,이걸 여러 개 묶어서 새로운 금융상품처럼 만들어 팔았습니다.,,,
D1_CLASS1_MINIGAME_18,"그리고 그걸 투자회사나 다른 은행, 심지어 세계 여러 나라 금융기관들이 사들였어요.",,,
D1_CLASS1_MINIGAME_19,겉으로 보기엔 수익률이 좋아 보였거든요. 위험은 잘 안 보이고 돈은 잘 벌릴 것처럼 보였던 겁니다.,,,
D1_CLASS1_MINIGAME_20,"집값이 떨어지고 대출 연체가 늘어나니까, 그 금융상품들도 갑자기 가치가 떨어지기 시작합니다.",,,
D1_CLASS1_MINIGAME_21,그러자 금융회사들이 서로를 의심하게 됩니다.,,,
D1_CLASS1_MINIGAME_22,저 회사 괜찮은 거 맞아? 저기 혹시 부실채권 엄청 들고 있는 거 아니야? 이런 불안이 커진 거죠.,,,
D1_CLASS1_MINIGAME_23,"금융은 결국 신뢰로 돌아가는 시스템인데, 그 신뢰가 무너지기 시작하니까 돈이 제대로 돌지 않게 됩니다.",,,
D1_CLASS1_MINIGAME_24,"은행끼리도 돈을 안 빌려주고, 투자도 얼어붙고, 기업도 자금 조달이 어려워지고, 사람들도 소비를 줄이게 됩니다.",,,
D1_CLASS1_MINIGAME_25,그러니까 금융위기가 실물경제 위기로 번진 겁니다.,,,
D1_CLASS1_MINIGAME_26,그리고 이 위기에서 가장 상징적으로 등장하는 회사가 바로 리먼 브라더스입니다.,,,
D1_CLASS1_MINIGAME_27,리먼 브라더스는 미국의 아주 큰 투자은행이었습니다. 역사도 길고 규모도 컸어요.,,,
D1_CLASS1_MINIGAME_28,"근데 이 회사도 부동산 관련 자산, 그러니까 문제 있는 금융상품을 많이 가지고 있었습니다.",,,
D1_CLASS1_MINIGAME_29,서브프라임 관련 자산 가치가 떨어지니까 리먼 브라더스도 큰 타격을 받습니다.,,,
D1_CLASS1_MINIGAME_30,"돈줄은 막히고, 손실은 커지고, 버티기가 점점 어려워진 거죠.",,,
D1_CLASS1_MINIGAME_31,그래서 결국 2008년에 리먼 브라더스가 파산을 하게 됩니다.,,,
D1_CLASS1_MINIGAME_32,"자, 여기서 중요한 건 단순히 한 회사가 망했다는 사실이 아닙니다.",,,
D1_CLASS1_MINIGAME_33,"사람들이 충격을 받은 이유는, 어? 저렇게 큰 회사도 망한다고? 그럼 다른 회사들은 괜찮은 거 맞아?",,,
D1_CLASS1_MINIGAME_34,이 공포가 한 번에 퍼졌기 때문입니다. 그러니까 금융시장이 완전히 얼어붙기 시작한 거예요.,,,
D1_CLASS1_MINIGAME_35,"서로 못 믿으니까 거래를 안 하고, 거래가 멈추니까 시장도 거의 마비 상태가 됩니다.",,,
D1_CLASS1_MINIGAME_36,그래서 리먼 브라더스 파산은 2008년 금융위기의 상징적인 사건으로 많이 언급됩니다.,,,
D1_CLASS1_MINIGAME_37,"한마디로 정리하면 이겁니다. 신용이 낮은 사람들에게 무리하게 대출해줬고,",,,
D1_CLASS1_MINIGAME_38,"그 위험한 대출을 금융상품으로 포장해서 전 세계에 퍼뜨렸고,",,,
D1_CLASS1_MINIGAME_39,"집값이 떨어지자 연체가 늘어나면서 금융회사들이 무너졌고,",,,
D1_CLASS1_MINIGAME_40,결정적으로 리먼 브라더스 파산이 공포를 폭발시켰다. 이렇게 이해하시면 됩니다.,,,
D1_CLASS1_MINIGAME_41,"자, 여기까지가 오늘 핵심입니다.",,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
D1_CLASS1_END_01,5분 일찍 끝낼테니까,,,
D1_CLASS1_END_02,가면서 뛰지말고!,,,
D1_CLASS1_END_03,조용히 걸어가!,,,
,,,,
D1_Lunch,,,,
,,,,
DAY1_LUNCH_SOWRD_01,이따가 학교 끝나고 햄버거 먹으러 갈까,Wanna grab burgers after school?,,
DAY1_LUNCH_SOWRD_02,좋은데?,I'm down.,,
DAY1_LUNCH_SOWRD_03,로데오 버거 어때?,How about Rodeo Burger?,,
DAY1_LUNCH_SOWRD_04,소드야 로데오 버거는 아닌 거 같다,Bro... Rodeo Burger ain't it.,,
DAY1_LUNCH_SOWRD_05,우리 손절할까?,Should we like end our friendship here?,,
DAY1_LUNCH_SOWRD_06,왜ㅠㅠㅠ,Whyyyy,,
DAY1_LUNCH_SOWRD_07,어 로봇아 너는 어때?,"Robot, what about you?",,
DAY1_LUNCH_SOWRD_08,로데오 버거는 좀;,Rodeo is kinda... eh.,,
DAY1_LUNCH_SOWRD_09,너 입맛이 왜 이렇게 쓰레기야,,,
DAY1_LUNCH_SOWRD_10,저번에 포 가이즈 감튀랑 버거퀸 감튀랑,,,
DAY1_LUNCH_SOWRD_11,차이 없다고 할 때 부터 알아봤다,,,
DAY1_LUNCH_SOWRD_12,그때 진짜 손절 마려웠음,,,
DAY1_LUNCH_SOWRD_13,이 나쁜 놈들ㅠㅠ,You guys suck.,,
DAY1_LUNCH_SOWRD_14,ㅗ,Fuck you,,
DAY1_LUNCH_ADULT_01,둘이 머함?,,,
DAY1_LUNCH_ADULT_02,환이 지금 돼지 노트북 해킹 중,,,
DAY1_LUNCH_ADULT_03,미친 거야?,,,
DAY1_LUNCH_ADULT_04,셩이 거는 이미 했디롱~,,,
DAY1_LUNCH_ADULT_05,해킹 동아리 짬빠지~,,,
DAY1_LUNCH_ADULT_06,잏잏잏,,,
DAY1_LUNCH_ADULT_07,뭐 어떻게??,,,
DAY1_LUNCH_ADULT_08,"이게, USB로 하는 건데.",,,
DAY1_LUNCH_ADULT_09,프로그램 하나 깔아가지고,,,
DAY1_LUNCH_ADULT_10,노트북으로 들어오는 키보드 입력 신호를 읽는 거야.,,,
DAY1_LUNCH_ADULT_11,그래서 비번 같은 거 다 털리는 거지,,,
DAY1_LUNCH_ADULT_12,지금 어느정도 된 건데?,,,
DAY1_LUNCH_ADULT_13,어... 90%?,,,
DAY1_LUNCH_ADULT_14,와...,,,
DAY1_LUNCH_ADULT_15,너도 곧이야 깡통,,,
DAY1_LUNCH_ADULT_16,잏잏잏,,,
DAY1_LUNCH_ADULT_17,애들한테 이르지 마라,,,
DAY1_LUNCH_ADULT_18,내가 걔들을 왜 챙겨줌ㅋ,,,
DAY1_LUNCH_ADULT_19,역시 사이코 셰끼,,,
DAY1_LUNCH_SYONG_01,안녕,Hay,,
DAY1_LUNCH_SYONG_02,누구세요?,Who the heck are you?,,
DAY1_LUNCH_SYONG_03,...?,...?,,
DAY1_LUNCH_SYONG_04,헤헤 나는 *신,"Hehe, robot you idiot",,
DAY1_LUNCH_SYONG_05,..너는 왜 머리에 꽃을 달고 있어,..Why do you have a flower on your head?,,
DAY1_LUNCH_SYONG_06,나?,Me?,,
DAY1_LUNCH_SYONG_07,미친놈 코스프레,Crazy bastard cosplay,,
DAY1_LUNCH_SYONG_08,코스프레가 아니라 ,That’s not cosplay,,
DAY1_LUNCH_SYONG_09,본인 그 자체 아님?,that’s literally you,,
DAY1_LUNCH_SYONG_10,ㅋㅋㅋ,LMAO,,
,,,,
DAY1_CHAT_L_01,나는 소드를 사랑한다고,,,
DAY1_CHAT_L_02,사랑한다,,,
DAY1_CHAT_L_03,너의 얼굴,,,
DAY1_CHAT_L_04,쪽,,,
DAY1_CHAT_L_05,너를 처음본순간분터,,,
DAY1_CHAT_L_06,너는 내꺼옇어,,,
DAY1_CHAT_L_07,사랑한다,,,
DAY1_CHAT_L_08,결혼식은 어디서,,,
DAY1_CHAT_L_09,...?,,,
DAY1_CHAT_L_10,결혼하면 사회 봐줌,,,
DAY1_CHAT_L_11,얘들아 사랑한다,,,
DAY1_CHAT_L_12,얘들아,,,
DAY1_CHAT_L_13,내가,,,
DAY1_CHAT_L_14,많이 사랑한다,,,
DAY1_CHAT_L_15,너도 사랑해,,,
DAY1_CHAT_L_16,다 사랑해,,,
DAY1_CHAT_L_17,으애ㅓㅓㅓㅓㅕ,,,
DAY1_CHAT_L_18,난 맞짱이 까고 싶다,,,
DAY1_CHAT_L_19,아무나 옥상으로 와라,,,
DAY1_CHAT_L_20,왜저래;;,,,
,,,,
,,,,
,,,,
,,,,
,,,,
D1_Class2,,,,
,,,,
D1_CLASS2_START_01,오늘 크로키북 제출하는 날이죵?,,,
D1_CLASS2_START_02,안돼애애애ㅠㅠㅠㅠ,,,
D1_CLASS2_START_03,두고 왔어요..,,,
D1_CLASS2_START_04,내일 제출하세요^^,,,
D1_CLASS2_START_05,앞으로는 두고 오지 말고,,,
D1_CLASS2_START_06,쌤 사랑하요ㅠㅜㅠ ,,,
D1_CLASS2_START_07,자 그럼 작업합시다!,,,
D1_CLASS2_START_08,3분마다 커멘드 S~,,,
,,,,
D1_CLASS2_END_01,오늘도 작업 열심히 하셨죵?,,,
D1_CLASS2_END_02,사부작사부작 정리해 볼까요?.,,,
D1_CLASS2_END_03,방학에도 크로키 열심히 하고!,,,
,,,,
D1_ClassEND,,,,
,,,,
DAY1_CLASSEND_01,(아직 대사 없음),,,
DAY1_CLASSEND_02,(아직 대사 없음),,,
DAY1_CLASSEND_03,(아직 대사 없음),,,
DAY1_CLASSEND_04,(아직 대사 없음),,,
DAY1_CLASSEND_05,(아직 대사 없음),,,
DAY1_CLASSEND_06,(아직 대사 없음),,,
DAY1_CLASSEND_07,(아직 대사 없음),,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
D1_Night,,,,
,,,,
DAY1_CHAT_N_01,인생에 재밌는 일이 생겼으면 좋겠다.,,,
DAY1_CHAT_N_02,3일 좀비사태 같은 거 말이야.,,,
DAY1_CHAT_N_03,재밋겟당,,,
DAY1_CHAT_N_04,난 좀비 돼서 다 물 건디?,,,
DAY1_CHAT_N_05,뭔소리야,,,
DAY1_CHAT_N_08,넌 비상 식량이야,,,
DAY1_CHAT_N_09,이 단백질아,,,
DAY1_CHAT_N_10,응 깡통ㅋ,,,
DAY1_CHAT_N_11,왜 3일 인건데ㅋㅋㅋ,,,
DAY1_CHAT_N_12,난 3일 이상 생존할 자신이 없거든,,,
DAY1_CHAT_N_13,True...,,,
DAY1_CHAT_N_14,Based...,,,
DAY1_CHAT_N_15,내일 비온다는데?,,,
DAY1_CHAT_N_16,*발,,,
DAY1_CHAT_N_17,존나 많이 온다는데?,,,
DAY1_CHAT_N_18,*발,,,
DAY1_CHAT_N_19,No...,,,
,,,,
DAY_2,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
DAY1_MOR_DABONG_01,안녕 다봉아,,,
DAY1_MOR_DABONG_02,"헐, 로봇이다!",,,
DAY1_MOR_DABONG_03,움쫙,,,
DAY1_MOR_DABONG_04,갑작스러운 스킨십은 매우 당황스럽단다,,,
DAY1_MOR_DABONG_05,"히히, 이따 그래픽 시간에 보자",,,
DAY1_MOR_DABONG_06,그래,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,로봇... 니가 드디어 미쳤구나,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
NAME_LUNCH_PURPLE_01,안녕 로봇씌!,,,
,너네 뭐해?,,,
,왜 사는 것인가에 대해 ,,,
,토론? 하구 있었서!,,,
,음..,,,
,그냥.. 살아있으니까 살지,,,
,아무 의미 없이,,,
,왜 이렇게 사람이 어두워,,,
,혹시 옛날 락음악 들어??,,,
,라디오 헤드 같은거?,,,
,어떻게 알았지...,,,
,아ㅣ니 미친,,,
,진짜였냐고,,,
,My iron lung이 진짜 맛도리라고!!,,,
,"The headshrinkers, They want everything~",,,
,"My uncle Bill, My Belisha beacon~",,,
,그게 뭔데 이 오타쿠야!ㅠㅠ,,,
,아니지 얘는 너드지,,,
,너드 로봇!,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
DAY2_LUNCH_ADULT_01,환! ,,,
DAY2_LUNCH_ADULT_02,개노잼 브로스타즈 말고 ,,,
DAY2_LUNCH_ADULT_03,마인크리에이트 하자니까!,,,
DAY2_LUNCH_ADULT_04,응.,,,
DAY2_LUNCH_ADULT_05,야야야 환 뭐하냐?,,,
DAY2_LUNCH_ADULT_06,손가락 없냐?,,,
DAY2_LUNCH_ADULT_07,아니.,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
DAY2_CHAT_M_01,광역성 뇌우?,,,
DAY2_CHAT_M_02,이름부터 너무 강력해보여,,,
DAY2_CHAT_M_03,오늘 시간표도 거지같고 급식도 맛없네...,,,
DAY2_CHAT_M_04,날씨도 끔찍하고,,,
DAY2_CHAT_M_05,그냥 길거리에 자빠져서 자고 싶다.,,,
DAY2_CHAT_M_06,잏히방,WTFFFFFF,,
DAY2_CHAT_M_07,*발,Damn it,,
DAY2_CHAT_M_08,잘못 전화걸어서,I called the wrong person,,
DAY2_CHAT_M_09,담임쌤한테 전화 걸엇닷 *발,"I accidentally called my homeroom teacher, f*ck",,
DAY2_CHAT_M_10,놀라서 물웅덩이에 발 빠트림,I freaked out and stepped in a puddle,,
DAY2_CHAT_M_11,담임쌤: 히히 재밌다,"Teacher: Hehe, that’s funny",,
DAY2_CHAT_M_12,아및ㄴㅋㅋㅋㅋㅋㅋㅋㅋ,omg lmao,,
DAY2_CHAT_M_13,,,,
DAY2_CHAT_M_14,,,,
DAY2_CHAT_M_15,,,,
,,,,
,,,,
DAY2_CHAT_N_01,자니?,You up?,,
DAY2_CHAT_N_02,콜라 한 잔하고 취했는데,Had a drink,,
DAY2_CHAT_N_03,자꾸만 니 생각이 난다,Can’t stop thinking about you,,
DAY2_CHAT_N_04,보고싶다,I miss you,,
DAY2_CHAT_N_05,셩.,Syong.,,
DAY2_CHAT_N_06,너란남자,"You, that man...",,
DAY2_CHAT_N_07,니 생각이 떠나질 않는다,You won’t leave my mind,,
DAY2_CHAT_N_08,누구세요?,Who is this?,,
DAY2_CHAT_N_09,오빠 벌써 나 잊은거야?,Oppa. did you already forget me?,,
DAY2_CHAT_N_10,미친..,What the hell...,,
DAY2_CHAT_N_11,해킹 당함?,,,
DAY2_CHAT_N_12,"해킹이라니, 난 오빠한테 진심이야",,,
DAY2_CHAT_N_13,소드 ♥ 셩 지지합니다,"Sword ♥ Seong, I ship it",,
DAY2_CHAT_N_14,잘자요 나의 아기 천사들,"Good night, my baby angels",,
DAY2_CHAT_N_15,웅,Yup.,,
DAY2_CHAT_N_16,엉인아,Hey.,,
DAY2_CHAT_N_17,그런 거 하지마,Don't do that.,,
DAY2_CHAT_N_18,더러워,It's dirty.,,
DAY2_CHAT_N_19,ㅗ,Screw you.,,
,,,,
,,,,
,*발...,Damn...,,
,행복하다,I’m so happy.,,
,나도 이제 초능력자,Guess I’ve SUPERPOWER now.,,
,헐,Whoa,,
,순간이동 써줘,Use teleport!,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
DAY3_CHAT_M_01,,,,
DAY3_CHAT_M_02,,,,
DAY3_CHAT_M_03,,,,
DAY3_CHAT_M_04,,,,
DAY3_CHAT_M_05,,,,
DAY3_CHAT_M_06,얘들아,Guys,,
DAY3_CHAT_M_07,환이가 면접 떨어지면,If Hwan fails his interview...,,
DAY3_CHAT_M_08,전교생한테 아이스크림 돌린데~~~,He said he’ll buy ice cream for All students!,,
DAY3_CHAT_M_09,약하다,Weak,,
DAY3_CHAT_M_10,햄버거 정도는 돌려야지,Should at least be burgers.,,
DAY3_CHAT_M_11,그니깐,Exactly,,
DAY3_CHAT_M_12,치킨버거로ㄱㄱ,Chicken Sandwich. let’s go!,,
DAY3_CHAT_M_13,웅 환이가 돌린데,"Yeah, Hwan said he’s buying.",,
DAY3_CHAT_M_14,멋지다,Nice,,
DAY3_CHAT_M_15,?,?,,
,,,,
,,,,
,,,,
DAY3_CHAT_N_01,시바코:,Shibako:,,
DAY3_CHAT_N_02,거짓말하지 마,Don’t lie.,,
DAY3_CHAT_N_03,조아하자나,"You like me, don’t you?",,
DAY3_CHAT_N_04,내가 얼마나 예뻐해줬는데,"I’ve spoiled you so much, remember?",,
DAY3_CHAT_N_05,그런데 꼬리가 없어져?,And now…The tail’s gone?,,
DAY3_CHAT_N_06,단미함???,You chopped it off???,,
DAY3_CHAT_N_07,시바코가 너 싫데,Shibako says Shibako hates you.,,
DAY3_CHAT_N_08,다시는 안기기도 싫ㄷ,Doesn’t even wanna cuddle anymore.,,
DAY3_CHAT_N_09,그거,That thing,,
